"","Date","Recorder","Site","Block","Group","Plot","Quadrant","Species","Cover","Notes"
"27","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,3,"Holcus_lanatus",30,""
"28","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Cirsium_arvense",20,""
"29","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Ranunculus_repens",10,""
"30","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Holcus_lanatus",10,""
"31","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Trifolium_repens",20,""
"32","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Jacobaea_vulgaris",20,""
"33","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Taraxacum_officinale_(L.)",1,""
"34","10/06/2024","Eimear Loughlin","Knepp","S","Y",222,4,"Agrostis_stolonifera",50,""
"35","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Dactylis_glomerata",10,""
"36","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Holcus_lanatus",10,""
"37","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Bromus_hordeaceus",5,""
"38","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Agrostis_stolonifera",60,""
"39","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Trifolium_repens",10,""
"40","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Geranium_dissectum_",10,""
"41","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Taraxacum_officinale_(L.)",5,""
"42","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Convolvulus_arvensis",10,""
"43","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Lapsana_communis",10,""
"44","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,1,"Prunus_spinosa",5,""
"45","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Dactylis_glomerata",5,""
"46","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Agrostis_stolonifera",40,""
"47","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Trifolium_repens",10,""
"48","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Ranunculus_repens",40,""
"49","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Bromus_hordeaceus",20,""
"50","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Taraxacum_officinale_(L.)",5,""
"51","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Convolvulus_arvensis",5,""
"52","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,2,"Prunus_spinosa",1,""
"53","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,3,"Holcus_lanatus",10,""
"54","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,3,"Agrostis_stolonifera",70,""
"55","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,3,"Convolvulus_arvensis",5,""
"56","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,3,"Taraxacum_officinale_(L.)",5,""
"57","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,3,"Prunus_spinosa",1,""
"58","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,3,"Jacobaea_aquatica",5,""
"60","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Dactylis_glomerata",30,""
"61","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Bromus_hordeaceus",10,""
"62","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Agrostis_stolonifera",70,""
"63","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Convolvulus_arvensis",10,""
"64","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Geranium_dissectum_",5,""
"65","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Prunus_spinosa",5,""
"66","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Trifolium_repens",5,""
"67","11/06/2024","Eimear Loughlin","Knepp","S","Y",221,4,"Taraxacum_officinale_(L.)",1,""
"69","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Trifolium_repens",50,""
"70","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Ranunculus_repens",30,""
"71","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Convolvulus_arvensis",1,""
"72","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Jacobaea_vulgaris",20,""
"73","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Plantago_media",1,""
"76","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Holcus_lanatus",5,""
"77","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,1,"Agrostis_stolonifera",30,""
"78","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Trifolium_repens",30,""
"79","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Ranunculus_repens",20,""
"80","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Jacobaea_vulgaris",40,""
"81","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Holcus_lanatus",10,""
"82","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Agrostis_stolonifera",50,""
"83","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Veronica_filiformis",0.5,""
"84","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Geranium_dissectum_",1,""
"85","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,2,"Taraxacum_officinale_(L.)",5,""
"87","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,3,"Trifolium_repens",20,""
"88","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,3,"Ranunculus_repens",10,""
"89","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,3,"Jacobaea_vulgaris",20,""
"90","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,3,"Agrostis_stolonifera",70,""
"91","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,3,"Convolvulus_arvensis",1,""
"93","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Holcus_lanatus",5,""
"94","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Trifolium_repens",40,""
"95","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Jacobaea_vulgaris",20,""
"96","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Trifolium_pratense",1,""
"97","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Convolvulus_arvensis",1,""
"98","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Agrostis_stolonifera",50,""
"99","11/06/2024","Eimear Loughlin","Knepp","S","Y",223,4,"Dactylis_glomerata",10,""
"100","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,1,"Ranunculus_repens",10,""
"101","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,1,"Dactylis_glomerata",10,""
"102","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,1,"Phleum_pratense",1,""
"103","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,1,"Agrostis_stolonifera",80,""
"105","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,2,"Ranunculus_repens",10,""
"106","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,2,"Agrostis_stolonifera",40,""
"107","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,2,"Persicaria_maculosa",10,""
"108","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,2,"Carex_sylvatica",10,""
"109","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,2,"Juncus_effusus",10,""
"110","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,2,"Dactylis_glomerata",5,""
"112","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,3,"Agrostis_stolonifera",60,""
"113","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,3,"Bromus_hordeaceus",10,""
"115","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,4,"Agrostis_stolonifera",60,""
"116","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,4,"Bromus_hordeaceus",5,""
"118","11/06/2024","Eimear Loughlin","Knepp","S","Y",211,4,"Ranunculus_repens",25,""
"119","11/06/2024","Eimear Loughlin","Knepp","S","X",222,1,"Holcus_lanatus",1,""
"120","11/06/2024","Eimear Loughlin","Knepp","S","X",222,1,"Trifolium_repens",5,""
"121","11/06/2024","Eimear Loughlin","Knepp","S","X",222,1,"Pulicaria_dysenterica",10,""
"122","11/06/2024","Eimear Loughlin","Knepp","S","X",222,1,"Rubus_fruticosus",5,""
"123","11/06/2024","Eimear Loughlin","Knepp","S","X",222,1,"Lapsana_communis",1,""
"124","11/06/2024","Eimear Loughlin","Knepp","S","X",222,1,"Agrostis_stolonifera",70,""
"126","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Prunus_spinosa",10,""
"127","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Rubus_fruticosus",40,""
"128","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Pulicaria_dysenterica",15,""
"129","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Ranunculus_repens",10,""
"130","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Agrostis_stolonifera",30,""
"131","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Holcus_lanatus",5,""
"134","11/06/2024","Eimear Loughlin","Knepp","S","X",222,2,"Jacobaea_vulgaris",5,""
"135","11/06/2024","Eimear Loughlin","Knepp","S","X",222,3,"Agrostis_stolonifera",70,""
"136","11/06/2024","Eimear Loughlin","Knepp","S","X",222,3,"Pulicaria_dysenterica",10,""
"137","11/06/2024","Eimear Loughlin","Knepp","S","X",222,3,"Ranunculus_repens",5,""
"138","11/06/2024","Eimear Loughlin","Knepp","S","X",222,3,"Trifolium_repens",5,""
"139","11/06/2024","Eimear Loughlin","Knepp","S","X",222,3,"Rubus_fruticosus",1,""
"142","11/06/2024","Eimear Loughlin","Knepp","S","X",222,4,"Agrostis_stolonifera",80,""
"143","11/06/2024","Eimear Loughlin","Knepp","S","X",222,4,"Pulicaria_dysenterica",10,""
"144","11/06/2024","Eimear Loughlin","Knepp","S","X",222,4,"Prunus_spinosa",5,""
"145","11/06/2024","Eimear Loughlin","Knepp","S","X",222,4,"Ranunculus_repens",5,""
"147","11/06/2024","Eimear Loughlin","Knepp","S","X",222,4,"Lapsana_communis",1,""
"150","11/06/2024","Eimear Loughlin","Knepp","S","X",222,4,"Rubus_fruticosus",1,""
"151","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Pulicaria_dysenterica",10,""
"152","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Prunus_spinosa",10,""
"153","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Rubus_fruticosus",1,""
"154","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Jacobaea_vulgaris",1,""
"155","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Lotus_pedunculatus",5,""
"156","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Taraxacum_officinale_(L.)",1,""
"157","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Vulpia_myuros",10,""
"158","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Bromus_catharticus",10,""
"159","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,1,"Agrostis_stolonifera",20,""
"162","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Rubus_fruticosus",10,""
"163","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Pulicaria_dysenterica",20,""
"164","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Vulpia_myuros",10,""
"165","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Bromus_catharticus",10,""
"166","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Holcus_lanatus",10,""
"167","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Prunus_spinosa",5,""
"168","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Centaurium_erythraea",5,""
"169","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Veronica_serpyllifolia",5,""
"170","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Agrostis_stolonifera",25,""
"172","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Veronica_serpyllifolia",1,""
"173","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,2,"Sagina_procumbens",3,""
"174","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Rubus_fruticosus",1,""
"175","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Pulicaria_dysenterica",10,""
"176","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Sagina_procumbens",5,""
"177","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Prunus_spinosa",1,""
"178","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Prunella_vulgaris",20,""
"179","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Centaurium_erythraea",5,""
"180","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Lotus_pedunculatus",20,""
"181","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Agrostis_stolonifera",20,""
"183","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Vulpia_myuros",10,""
"185","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,3,"Centaurium_erythraea",1,""
"186","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Pulicaria_dysenterica",20,""
"187","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Prunus_spinosa",10,""
"189","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Lotus_pedunculatus",1,""
"190","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Sagina_procumbens",5,""
"191","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Veronica_serpyllifolia",5,""
"192","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Taraxacum_officinale_(L.)",1,""
"193","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Vulpia_myuros",10,""
"194","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Centaurium_erythraea",1,""
"195","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Agrostis_stolonifera",20,""
"196","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Trifolium_repens",5,""
"197","11/06/2024","Eimear Loughlin","Knepp","S","Y",112,4,"Jacobaea_vulgaris",5,""
"199","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Pulicaria_dysenterica",50,""
"200","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Rumex_crispus",5,""
"201","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Holcus_lanatus",10,""
"202","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Fraxinus_excelsior",2,""
"203","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Hordeum_secalinum",15,""
"204","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Agrostis_stolonifera",20,""
"205","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Ranunculus_acris",5,""
"206","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Senecio_sylvaticus",5,""
"207","12/06/2024","Eimear Loughlin","Knepp","S","X",111,1,"Veronica_serpyllifolia",10,""
"210","12/06/2024","Eimear Loughlin","Knepp","S","X",111,2,"Pulicaria_dysenterica",30,""
"211","12/06/2024","Eimear Loughlin","Knepp","S","X",111,2,"Holcus_lanatus",20,""
"212","12/06/2024","Eimear Loughlin","Knepp","S","X",111,2,"Ranunculus_acris",10,""
"213","12/06/2024","Eimear Loughlin","Knepp","S","X",111,2,"Jacobaea_erucifolia",10,""
"214","12/06/2024","Eimear Loughlin","Knepp","S","X",111,2,"Agrostis_stolonifera",40,""
"215","12/06/2024","Eimear Loughlin","Knepp","S","X",111,2,"Veronica_serpyllifolia",5,""
"218","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Pulicaria_dysenterica",10,""
"219","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Holcus_lanatus",20,""
"221","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Fraxinus_excelsior",20,""
"222","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Ranunculus_acris",10,""
"223","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Vicia_tetrasperma",5,""
"224","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Trifolium_repens",5,""
"225","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Agrostis_stolonifera",10,""
"226","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Alopecurus_pratensis",5,""
"227","12/06/2024","Eimear Loughlin","Knepp","S","X",111,3,"Geranium_molle",1,""
"229","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Pulicaria_dysenterica",10,""
"230","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Trifolium_repens",20,""
"231","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Fraxinus_excelsior",5,""
"232","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Jacobaea_erucifolia",5,""
"233","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Holcus_lanatus",5,""
"234","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Prunella_vulgaris",5,""
"235","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Alopecurus_pratensis",5,""
"236","12/06/2024","Eimear Loughlin","Knepp","S","X",111,4,"Agrostis_stolonifera",40,""
"238","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Quercus_robur",30,""
"239","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Pulicaria_dysenterica",20,""
"240","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Fraxinus_excelsior",10,""
"241","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Holcus_lanatus",5,""
"242","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Bromus_ramosus",5,""
"243","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Vicia_tetrasperma",5,""
"244","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Rumex_crispus",1,""
"245","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Ranunculus_acris",10,""
"246","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Cerastium_fontanum",5,""
"247","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Prunella_vulgaris",5,""
"248","12/06/2024","Eimear Loughlin","Knepp","S","X",112,1,"Convolvulus_arvensis",10,""
"250","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Pulicaria_dysenterica",20,""
"251","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Holcus_lanatus",10,""
"252","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Trifolium_repens",15,""
"253","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Ranunculus_acris",10,""
"254","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Convolvulus_arvensis",10,""
"255","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Jacobaea_erucifolia",1,""
"256","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Sagina_procumbens",5,""
"257","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Cerastium_fontanum",5,""
"258","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Fraxinus_excelsior",1,""
"259","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Vicia_tetrasperma",1,""
"260","12/06/2024","Eimear Loughlin","Knepp","S","X",112,2,"Agrostis_stolonifera",20,""
"262","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Pulicaria_dysenterica",15,""
"263","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Trifolium_repens",10,""
"264","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Convolvulus_arvensis",5,""
"265","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Ranunculus_acris",10,""
"266","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Rumex_obtusifolius",1,""
"267","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Fraxinus_excelsior",1,""
"268","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Jacobaea_erucifolia",1,""
"269","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Poa_trivialis",5,""
"270","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Festuca_rubra",5,""
"271","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Cerastium_fontanum_",5,""
"272","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Sagina_procumbens",5,""
"273","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Agrostis_stolonifera",10,""
"274","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Cerastium_",10,""
"276","12/06/2024","Eimear Loughlin","Knepp","S","X",112,3,"Melica_uniflora",10,""
"277","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Pulicaria_dysenterica",15,""
"278","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Fraxinus_excelsior",5,""
"279","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Trifolium_repens",10,""
"280","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Ranunculus_acris",10,""
"281","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Agrostis_stolonifera",20,""
"282","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Poa_annua",5,""
"283","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Convolvulus_arvensis",5,""
"284","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Jacobaea_erucifolia",5,""
"285","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Sagina_procumbens",5,""
"286","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Melica_uniflora",5,""
"289","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Bromus_hordeaceus",10,""
"290","12/06/2024","Eimear Loughlin","Knepp","S","X",112,4,"Jacobaea_vulgaris",1,""
"292","12/06/2024","Eimear Loughlin","Knepp","S","X",113,1,"Pulicaria_dysenterica",20,""
"293","12/06/2024","Eimear Loughlin","Knepp","S","X",113,1,"Holcus_lanatus",10,""
"294","12/06/2024","Eimear Loughlin","Knepp","S","X",113,1,"Salix_cinerea",40,"also 60% overhang"
"295","12/06/2024","Eimear Loughlin","Knepp","S","X",113,1,"Rubus_fruticosus",5,""
"296","12/06/2024","Eimear Loughlin","Knepp","S","X",113,1,"Poa_trivialis",10,""
"299","12/06/2024","Eimear Loughlin","Knepp","S","X",113,2,"Salix_cinerea",60,"also 50% overhang"
"300","12/06/2024","Eimear Loughlin","Knepp","S","X",113,2,"Rubus_fruticosus",15,""
"301","12/06/2024","Eimear Loughlin","Knepp","S","X",113,2,"Pulicaria_dysenterica",10,""
"303","12/06/2024","Eimear Loughlin","Knepp","S","X",113,2,"Poa_trivialis",10,""
"304","12/06/2024","Eimear Loughlin","Knepp","S","X",113,3,"Salix_cinerea",100,""
"305","12/06/2024","Eimear Loughlin","Knepp","S","X",113,3,"Rubus_fruticosus",50,""
"306","12/06/2024","Eimear Loughlin","Knepp","S","X",113,3,"Pulicaria_dysenterica",30,""
"307","12/06/2024","Eimear Loughlin","Knepp","S","X",113,3,"Myosotis_sylvatica",5,""
"308","12/06/2024","Eimear Loughlin","Knepp","S","X",113,3,"Agrostis_stolonifera",20,""
"309","12/06/2024","Eimear Loughlin","Knepp","S","X",113,4,"Salix_cinerea",50,"also 50% overhang"
"310","12/06/2024","Eimear Loughlin","Knepp","S","X",113,4,"Pulicaria_dysenterica",20,""
"312","12/06/2024","Eimear Loughlin","Knepp","S","X",113,4,"Agrostis_stolonifera",20,""
"314","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Trifolium_repens",5,""
"315","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Holcus_lanatus",15,""
"317","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Rumex_crispus",10,""
"318","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Ranunculus_acris",5,""
"319","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Poa_trivialis",5,""
"320","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Cerastium_fontanum",5,""
"321","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Festuca_rubra",10,""
"322","12/06/2024","Eimear Loughlin","Knepp","S","X",133,1,"Agrostis_stolonifera",40,""
"324","12/06/2024","Eimear Loughlin","Knepp","S","X",133,2,"Holcus_lanatus",10,""
"325","12/06/2024","Eimear Loughlin","Knepp","S","X",133,2,"Crataegus_monogyna",1,"baby"
"326","12/06/2024","Eimear Loughlin","Knepp","S","X",133,2,"Ranunculus_acris",5,""
"327","12/06/2024","Eimear Loughlin","Knepp","S","X",133,2,"Cerastium_fontanum",1,""
"328","12/06/2024","Eimear Loughlin","Knepp","S","X",133,2,"Rumex_crispus",10,""
