Date,Recorder,Site,Block,Group,Plot,Quadrant,Species,Cover,Notes
11/06/2024,Eimear Loughlin,Knepp,S,Y,223,4,Dactylis glomerata,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,1,Ranunculus repens,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,1,Dactylis glomerata,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,1,Phleum pratense,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,1,Agrostis stolonifera,80,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,1,bare ground,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,Ranunculus repens,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,Agrostis stolonifera,40,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,Persicaria maculosa,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,Carex sylvatica,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,Juncus effusus,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,Dactylis glomerata,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,2,bare ground ,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,3,Agrostis stolonifera,60,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,3,Bromus hordeaceus,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,3,bare ground ,30,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,4,Agrostis stolonifera,60,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,4,Bromus hordeaceus,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,4,bare ground,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,211,4,Ranunculus repens,25,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,Holcus lanatus,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,Trifolium repens,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,Pulicaria dysenterica,10,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,Rubus fruticosus,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,Lapsana communis,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,Agrostis stolonifera,70,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,1,bare ground ,10,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Prunus spinosa,10,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Rubus fruticosus,40,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Pulicaria dysenterica,15,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Ranunculus repens,10,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Agrostis stolonifera,30,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Holcus lanatus,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,sticks,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,bare ground ,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,2,Jacobaea vulgaris,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,Agrostis stolonifera,70,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,Pulicaria dysenterica,10,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,Ranunculus repens,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,Trifolium repens,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,Rubus fruticosus,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,dead branch ,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,3,bare ground,8,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,Agrostis stolonifera,80,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,Pulicaria dysenterica,10,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,Prunus spinosa,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,Ranunculus repens,5,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,moss,3,on blackthorn 
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,Lapsana communis,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,bare ground ,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,dead branches,1,
11/06/2024,Eimear Loughlin,Knepp,S,X,222,4,Rubus fruticosus,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Pulicaria dysenterica,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Prunus spinosa,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Rubus fruticosus,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Jacobaea vulgaris,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Lotus pedunculatus,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Taraxacum officinale (L.),1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Vulpia myuros,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Bromus catharticus,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,Agrostis stolonifera,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,moss,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,1,bare ground ,30,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Rubus fruticosus,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Pulicaria dysenterica,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Vulpia myuros,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Bromus catharticus,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Holcus lanatus,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Prunus spinosa,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Centaurium erythraea,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Veronica serpyllifolia,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Agrostis stolonifera,25,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,bare ground,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Veronica serpyllifolia,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,2,Sagina procumbens,3,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Rubus fruticosus,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Pulicaria dysenterica,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Sagina procumbens,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Prunus spinosa,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Prunella vulgaris,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Centaurium erythraea,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Lotus pedunculatus,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Agrostis stolonifera,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,bare ground,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Vulpia myuros,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,poo,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,3,Centaurium erythraea,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Pulicaria dysenterica,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Prunus spinosa,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,moss,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Lotus pedunculatus,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Sagina procumbens,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Veronica serpyllifolia,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Taraxacum officinale (L.),1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Vulpia myuros,10,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Centaurium erythraea,1,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Agrostis stolonifera,20,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Trifolium repens,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,Jacobaea vulgaris,5,
11/06/2024,Eimear Loughlin,Knepp,S,Y,112,4,bare ground ,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Pulicaria dysenterica,50,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Rumex crispus,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Holcus lanatus,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Fraxinus excelsior,2,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Hordeum secalinum,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Ranunculus acris,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Senecio sylvaticus,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,Veronica serpyllifolia,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,bare ground,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,1,twigs,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,Pulicaria dysenterica,30,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,Holcus lanatus,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,Ranunculus acris,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,Jacobaea erucifolia,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,Agrostis stolonifera,40,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,Veronica serpyllifolia,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,bare ground ,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,2,twigs,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Pulicaria dysenterica,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Holcus lanatus,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,dead branches,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Fraxinus excelsior,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Ranunculus acris,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Vicia tetrasperma,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Trifolium repens,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Agrostis stolonifera,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Alopecurus pratensis,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Geranium molle,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,3,Moss,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Pulicaria dysenterica,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Trifolium repens,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Fraxinus excelsior,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Jacobaea erucifolia,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Holcus lanatus,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Prunella vulgaris,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Alopecurus pratensis,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,Agrostis stolonifera,40,
12/06/2024,Eimear Loughlin,Knepp,S,X,111,4,bare ground ,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Quercus robur,30,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Pulicaria dysenterica,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Fraxinus excelsior,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Holcus lanatus,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Bromus ramosus,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Vicia tetrasperma,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Rumex crispus,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Ranunculus acris,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Cerastium fontanum,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Prunella vulgaris,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,Convolvulus arvensis,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,1,dead branches,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Pulicaria dysenterica,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Holcus lanatus,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Trifolium repens,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Ranunculus acris,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Convolvulus arvensis,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Jacobaea erucifolia,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Sagina procumbens,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Cerastium fontanum,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Fraxinus excelsior,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Vicia tetrasperma,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,2,bare ground,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Pulicaria dysenterica,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Trifolium repens,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Convolvulus arvensis,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Ranunculus acris,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Rumex obtusifolius,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Fraxinus excelsior,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Jacobaea erucifolia,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Poa trivialis,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Festuca rubra,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Cerastium fontanum ,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Sagina procumbens,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Agrostis stolonifera,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Cerastium ,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,bare ground,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,3,Melica uniflora,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Pulicaria dysenterica,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Fraxinus excelsior,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Trifolium repens,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Ranunculus acris,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Poa annua,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Convolvulus arvensis,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Jacobaea erucifolia,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Sagina procumbens,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Melica uniflora,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,bare ground,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,dead branches,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Bromus hordeaceus,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,112,4,Jacobaea vulgaris,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,bare ground,30,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,Pulicaria dysenterica,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,Holcus lanatus,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,Salix cinerea,40,also 60% overhang
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,Rubus fruticosus,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,Poa trivialis,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,moss,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,1,branches,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,2,Salix cinerea,60,also 50% overhang
12/06/2024,Eimear Loughlin,Knepp,S,X,113,2,Rubus fruticosus,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,2,Pulicaria dysenterica,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,2,bare ground,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,2,Poa trivialis,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,3,Salix cinerea,100,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,3,Rubus fruticosus,50,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,3,Pulicaria dysenterica,30,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,3,Myosotis sylvatica,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,3,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,4,Salix cinerea,50,also 50% overhang
12/06/2024,Eimear Loughlin,Knepp,S,X,113,4,Pulicaria dysenterica,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,4,bare ground,40,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,4,Agrostis stolonifera,20,
12/06/2024,Eimear Loughlin,Knepp,S,X,113,4,moss,1,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Trifolium repens,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Holcus lanatus,15,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,dead oak branch,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Rumex crispus,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Ranunculus acris,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Poa trivialis,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Cerastium fontanum,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Festuca rubra,10,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,Agrostis stolonifera,40,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,1,bare ground ,5,
12/06/2024,Eimear Loughlin,Knepp,S,X,133,2,Holcus lanatus,10,
